REGION,FUEL,TIMESLICE,YEAR,VALUE
RE1,RESWHT_URB,S221,2031,0.0
RE1,RESWHT_URB,S221,2032,0.0
RE1,RESWHT_URB,S221,2033,0.0
RE1,RESWHT_URB,S221,2034,0.0
RE1,RESWHT_URB,S221,2035,0.0
RE1,RESWHT_URB,S221,2036,0.0
RE1,RESWHT_URB,S221,2037,0.0
RE1,RESWHT_URB,S221,2038,0.0
RE1,RESWHT_URB,S221,2039,0.0
RE1,RESWHT_URB,S221,2040,0.0
RE1,RESWHT_URB,S221,2041,0.0
RE1,RESWHT_URB,S221,2042,0.0
RE1,RESWHT_URB,S221,2043,0.0
RE1,RESWHT_URB,S221,2044,0.0
RE1,RESWHT_URB,S221,2045,0.0
RE1,RESWHT_URB,S221,2046,0.0
RE1,RESWHT_URB,S221,2047,0.0
RE1,RESWHT_URB,S221,2048,0.0
RE1,RESWHT_URB,S221,2049,0.0
RE1,RESWHT_URB,S221,2050,0.0
RE1,RESWHT_URB,S221,2051,0.0
RE1,RESWHT_URB,S221,2052,0.0
RE1,RESWHT_URB,S221,2053,0.0
RE1,RESWHT_URB,S221,2054,0.0
RE1,RESWHT_URB,S222,2022,0.0
RE1,RESWHT_URB,S222,2023,0.0
RE1,RESWHT_URB,S222,2024,0.0
RE1,RESWHT_URB,S222,2025,0.0
RE1,RESWHT_URB,S222,2026,0.0
RE1,RESWHT_URB,S222,2027,0.0
RE1,RESWHT_URB,S222,2028,0.0
RE1,RESWHT_URB,S222,2029,0.0
RE1,RESWHT_URB,S222,2030,0.0
RE1,RESWHT_URB,S222,2031,0.0
RE1,RESWHT_URB,S222,2032,0.0
RE1,RESWHT_URB,S222,2033,0.0
RE1,RESWHT_URB,S222,2034,0.0
RE1,RESWHT_URB,S222,2035,0.0
RE1,RESWHT_URB,S222,2036,0.0
RE1,RESWHT_URB,S222,2037,0.0
RE1,RESWHT_URB,S222,2038,0.0
RE1,RESWHT_URB,S222,2039,0.0
RE1,RESWHT_URB,S222,2040,0.0
RE1,RESWHT_URB,S222,2041,0.0
RE1,RESWHT_URB,S222,2042,0.0
RE1,RESWHT_URB,S222,2043,0.0
RE1,RESWHT_URB,S222,2044,0.0
RE1,RESWHT_URB,S222,2045,0.0
RE1,RESWHT_URB,S222,2046,0.0
RE1,RESWHT_URB,S222,2047,0.0
RE1,RESWHT_URB,S222,2048,0.0
RE1,RESWHT_URB,S222,2049,0.0
RE1,RESWHT_URB,S222,2050,0.0
RE1,RESWHT_URB,S222,2051,0.0
RE1,RESWHT_URB,S222,2052,0.0
RE1,RESWHT_URB,S222,2053,0.0
RE1,RESWHT_URB,S222,2054,0.0
RE1,RESWHT_URB,S223,2022,0.0
RE1,RESWHT_URB,S223,2023,0.0
RE1,RESWHT_URB,S223,2024,0.0
RE1,RESWHT_URB,S223,2025,0.0
RE1,RESWHT_URB,S223,2026,0.0
RE1,RESWHT_URB,S223,2027,0.0
RE1,RESWHT_URB,S223,2028,0.0
RE1,RESWHT_URB,S223,2029,0.0
RE1,RESWHT_URB,S223,2030,0.0
RE1,RESWHT_URB,S223,2031,0.0
RE1,RESWHT_URB,S223,2032,0.0
RE1,RESWHT_URB,S223,2033,0.0
RE1,RESWHT_URB,S223,2034,0.0
RE1,RESWHT_URB,S223,2035,0.0
RE1,RESWHT_URB,S223,2036,0.0
RE1,RESWHT_URB,S223,2037,0.0
RE1,RESWHT_URB,S223,2038,0.0
RE1,RESWHT_URB,S223,2039,0.0
RE1,RESWHT_URB,S223,2040,0.0
RE1,RESWHT_URB,S223,2041,0.0
RE1,RESWHT_URB,S223,2042,0.0
RE1,RESWHT_URB,S223,2043,0.0
RE1,RESWHT_URB,S223,2044,0.0
RE1,RESWHT_URB,S223,2045,0.0
RE1,RESWHT_URB,S223,2046,0.0
RE1,RESWHT_URB,S223,2047,0.0
RE1,RESWHT_URB,S223,2048,0.0
RE1,RESWHT_URB,S223,2049,0.0
RE1,RESWHT_URB,S223,2050,0.0
RE1,RESWHT_URB,S223,2051,0.0
RE1,RESWHT_URB,S223,2052,0.0
RE1,RESWHT_URB,S223,2053,0.0
RE1,RESWHT_URB,S223,2054,0.0
RE1,RESWHT_URB,S224,2022,0.0
RE1,RESWHT_URB,S224,2023,0.0
RE1,RESWHT_URB,S224,2024,0.0
RE1,RESWHT_URB,S224,2025,0.0
RE1,RESWHT_URB,S224,2026,0.0
RE1,RESWHT_URB,S224,2027,0.0
RE1,RESWHT_URB,S224,2028,0.0
RE1,RESWHT_URB,S224,2029,0.0
RE1,RESWHT_URB,S224,2030,0.0
RE1,RESWHT_URB,S224,2031,0.0
RE1,RESWHT_URB,S224,2032,0.0
RE1,RESWHT_URB,S224,2033,0.0
RE1,RESWHT_URB,S224,2034,0.0
RE1,RESWHT_URB,S224,2035,0.0
RE1,RESWHT_URB,S224,2036,0.0
RE1,RESWHT_URB,S224,2037,0.0
RE1,RESWHT_URB,S224,2038,0.0
RE1,RESWHT_URB,S224,2039,0.0
RE1,RESWHT_URB,S224,2040,0.0
RE1,RESWHT_URB,S224,2041,0.0
RE1,RESWHT_URB,S224,2042,0.0
RE1,RESWHT_URB,S224,2043,0.0
RE1,RESWHT_URB,S224,2044,0.0
RE1,RESWHT_URB,S224,2045,0.0
RE1,RESWHT_URB,S224,2046,0.0
RE1,RESWHT_URB,S224,2047,0.0
RE1,RESWHT_URB,S224,2048,0.0
RE1,RESWHT_URB,S224,2049,0.0
RE1,RESWHT_URB,S224,2050,0.0
RE1,RESWHT_URB,S224,2051,0.0
RE1,RESWHT_URB,S224,2052,0.0
RE1,RESWHT_URB,S224,2053,0.0
RE1,RESWHT_URB,S224,2054,0.0
RE1,RESWHT_URB,S301,2022,0.0
RE1,RESWHT_URB,S301,2023,0.0
RE1,RESWHT_URB,S301,2024,0.0
RE1,RESWHT_URB,S301,2025,0.0
RE1,RESWHT_URB,S301,2026,0.0
RE1,RESWHT_URB,S301,2027,0.0
RE1,RESWHT_URB,S301,2028,0.0
RE1,RESWHT_URB,S301,2029,0.0
RE1,RESWHT_URB,S301,2030,0.0
RE1,RESWHT_URB,S301,2031,0.0
RE1,RESWHT_URB,S301,2032,0.0
RE1,RESWHT_URB,S301,2033,0.0
RE1,RESWHT_URB,S301,2034,0.0
RE1,RESWHT_URB,S301,2035,0.0
RE1,RESWHT_URB,S301,2036,0.0
RE1,RESWHT_URB,S301,2037,0.0
RE1,RESWHT_URB,S301,2038,0.0
RE1,RESWHT_URB,S301,2039,0.0
RE1,RESWHT_URB,S301,2040,0.0
RE1,RESWHT_URB,S301,2041,0.0
RE1,RESWHT_URB,S301,2042,0.0
RE1,RESWHT_URB,S301,2043,0.0
RE1,RESWHT_URB,S301,2044,0.0
RE1,RESWHT_URB,S301,2045,0.0
RE1,RESWHT_URB,S301,2046,0.0
RE1,RESWHT_URB,S301,2047,0.0
RE1,RESWHT_URB,S301,2048,0.0
RE1,RESWHT_URB,S301,2049,0.0
RE1,RESWHT_URB,S301,2050,0.0
RE1,RESWHT_URB,S301,2051,0.0
RE1,RESWHT_URB,S301,2052,0.0
RE1,RESWHT_URB,S301,2053,0.0
RE1,RESWHT_URB,S301,2054,0.0
RE1,RESWHT_URB,S302,2022,0.0
RE1,RESWHT_URB,S302,2023,0.0
RE1,RESWHT_URB,S302,2024,0.0
RE1,RESWHT_URB,S302,2025,0.0
RE1,RESWHT_URB,S302,2026,0.0
RE1,RESWHT_URB,S302,2027,0.0
RE1,RESWHT_URB,S302,2028,0.0
RE1,RESWHT_URB,S302,2029,0.0
RE1,RESWHT_URB,S302,2030,0.0
RE1,RESWHT_URB,S302,2031,0.0
RE1,RESWHT_URB,S302,2032,0.0
RE1,RESWHT_URB,S302,2033,0.0
RE1,RESWHT_URB,S302,2034,0.0
RE1,RESWHT_URB,S302,2035,0.0
RE1,RESWHT_URB,S302,2036,0.0
RE1,RESWHT_URB,S302,2037,0.0
RE1,RESWHT_URB,S302,2038,0.0
RE1,RESWHT_URB,S302,2039,0.0
RE1,RESWHT_URB,S302,2040,0.0
RE1,RESWHT_URB,S302,2041,0.0
RE1,RESWHT_URB,S302,2042,0.0
RE1,RESWHT_URB,S302,2043,0.0
RE1,RESWHT_URB,S302,2044,0.0
RE1,RESWHT_URB,S302,2045,0.0
RE1,RESWHT_URB,S302,2046,0.0
RE1,RESWHT_URB,S302,2047,0.0
RE1,RESWHT_URB,S302,2048,0.0
RE1,RESWHT_URB,S302,2049,0.0
RE1,RESWHT_URB,S302,2050,0.0
RE1,RESWHT_URB,S302,2051,0.0
RE1,RESWHT_URB,S302,2052,0.0
RE1,RESWHT_URB,S302,2053,0.0
RE1,RESWHT_URB,S302,2054,0.0
RE1,RESWHT_URB,S303,2022,0.0
RE1,RESWHT_URB,S303,2023,0.0
RE1,RESWHT_URB,S303,2024,0.0
RE1,RESWHT_URB,S303,2025,0.0
RE1,RESWHT_URB,S303,2026,0.0
RE1,RESWHT_URB,S303,2027,0.0
RE1,RESWHT_URB,S303,2028,0.0
RE1,RESWHT_URB,S303,2029,0.0
RE1,RESWHT_URB,S303,2030,0.0
RE1,RESWHT_URB,S303,2031,0.0
RE1,RESWHT_URB,S303,2032,0.0
RE1,RESWHT_URB,S303,2033,0.0
RE1,RESWHT_URB,S303,2034,0.0
RE1,RESWHT_URB,S303,2035,0.0
RE1,RESWHT_URB,S303,2036,0.0
RE1,RESWHT_URB,S303,2037,0.0
RE1,RESWHT_URB,S303,2038,0.0
RE1,RESWHT_URB,S303,2039,0.0
RE1,RESWHT_URB,S303,2040,0.0
RE1,RESWHT_URB,S303,2041,0.0
RE1,RESWHT_URB,S303,2042,0.0
RE1,RESWHT_URB,S303,2043,0.0
RE1,RESWHT_URB,S303,2044,0.0
RE1,RESWHT_URB,S303,2045,0.0
RE1,RESWHT_URB,S303,2046,0.0
RE1,RESWHT_URB,S303,2047,0.0
RE1,RESWHT_URB,S303,2048,0.0
RE1,RESWHT_URB,S303,2049,0.0
RE1,RESWHT_URB,S303,2050,0.0
RE1,RESWHT_URB,S303,2051,0.0
RE1,RESWHT_URB,S303,2052,0.0
RE1,RESWHT_URB,S303,2053,0.0
RE1,RESWHT_URB,S303,2054,0.0
RE1,RESWHT_URB,S304,2022,0.0
RE1,RESWHT_URB,S304,2023,0.0
RE1,RESWHT_URB,S304,2024,0.0
RE1,RESWHT_URB,S304,2025,0.0
RE1,RESWHT_URB,S304,2026,0.0
RE1,RESWHT_URB,S304,2027,0.0
RE1,RESWHT_URB,S304,2028,0.0
RE1,RESWHT_URB,S304,2029,0.0
RE1,RESWHT_URB,S304,2030,0.0
RE1,RESWHT_URB,S304,2031,0.0
RE1,RESWHT_URB,S304,2032,0.0
RE1,RESWHT_URB,S304,2033,0.0
RE1,RESWHT_URB,S304,2034,0.0
RE1,RESWHT_URB,S304,2035,0.0
RE1,RESWHT_URB,S304,2036,0.0
RE1,RESWHT_URB,S304,2037,0.0
RE1,RESWHT_URB,S304,2038,0.0
RE1,RESWHT_URB,S304,2039,0.0
RE1,RESWHT_URB,S304,2040,0.0
RE1,RESWHT_URB,S304,2041,0.0
RE1,RESWHT_URB,S304,2042,0.0
RE1,RESWHT_URB,S304,2043,0.0
RE1,RESWHT_URB,S304,2044,0.0
RE1,RESWHT_URB,S304,2045,0.0
RE1,RESWHT_URB,S304,2046,0.0
RE1,RESWHT_URB,S304,2047,0.0
RE1,RESWHT_URB,S304,2048,0.0
RE1,RESWHT_URB,S304,2049,0.0
RE1,RESWHT_URB,S304,2050,0.0
RE1,RESWHT_URB,S304,2051,0.0
RE1,RESWHT_URB,S304,2052,0.0
RE1,RESWHT_URB,S304,2053,0.0
RE1,RESWHT_URB,S304,2054,0.0
RE1,RESWHT_URB,S305,2022,0.0
RE1,RESWHT_URB,S305,2023,0.0
RE1,RESWHT_URB,S305,2024,0.0
RE1,RESWHT_URB,S305,2025,0.0
RE1,RESWHT_URB,S305,2026,0.0
RE1,RESWHT_URB,S305,2027,0.0
RE1,RESWHT_URB,S305,2028,0.0
RE1,RESWHT_URB,S305,2029,0.0
RE1,RESWHT_URB,S305,2030,0.0
RE1,RESWHT_URB,S305,2031,0.0
RE1,RESWHT_URB,S305,2032,0.0
RE1,RESWHT_URB,S305,2033,0.0
RE1,RESWHT_URB,S305,2034,0.0
RE1,RESWHT_URB,S305,2035,0.0
RE1,RESWHT_URB,S305,2036,0.0
RE1,RESWHT_URB,S305,2037,0.0
RE1,RESWHT_URB,S305,2038,0.0
RE1,RESWHT_URB,S305,2039,0.0
RE1,RESWHT_URB,S305,2040,0.0
RE1,RESWHT_URB,S305,2041,0.0
RE1,RESWHT_URB,S305,2042,0.0
RE1,RESWHT_URB,S305,2043,0.0
RE1,RESWHT_URB,S305,2044,0.0
RE1,RESWHT_URB,S305,2045,0.0
RE1,RESWHT_URB,S305,2046,0.0
RE1,RESWHT_URB,S305,2047,0.0
RE1,RESWHT_URB,S305,2048,0.0
RE1,RESWHT_URB,S305,2049,0.0
RE1,RESWHT_URB,S305,2050,0.0
RE1,RESWHT_URB,S305,2051,0.0
RE1,RESWHT_URB,S305,2052,0.0
RE1,RESWHT_URB,S305,2053,0.0
RE1,RESWHT_URB,S305,2054,0.0
RE1,RESWHT_URB,S306,2022,0.0
RE1,RESWHT_URB,S306,2023,0.0
RE1,RESWHT_URB,S306,2024,0.0
RE1,RESWHT_URB,S306,2025,0.0
RE1,RESWHT_URB,S306,2026,0.0
RE1,RESWHT_URB,S306,2027,0.0
RE1,RESWHT_URB,S306,2028,0.0
RE1,RESWHT_URB,S306,2029,0.0
RE1,RESWHT_URB,S306,2030,0.0
RE1,RESWHT_URB,S306,2031,0.0
RE1,RESWHT_URB,S306,2032,0.0
RE1,RESWHT_URB,S306,2033,0.0
RE1,RESWHT_URB,S306,2034,0.0
RE1,RESWHT_URB,S306,2035,0.0
RE1,RESWHT_URB,S306,2036,0.0
RE1,RESWHT_URB,S306,2037,0.0
RE1,RESWHT_URB,S306,2038,0.0
RE1,RESWHT_URB,S306,2039,0.0
RE1,RESWHT_URB,S306,2040,0.0
RE1,RESWHT_URB,S306,2041,0.0
RE1,RESWHT_URB,S306,2042,0.0
RE1,RESWHT_URB,S306,2043,0.0
RE1,RESWHT_URB,S306,2044,0.0
RE1,RESWHT_URB,S306,2045,0.0
RE1,RESWHT_URB,S306,2046,0.0
RE1,RESWHT_URB,S306,2047,0.0
RE1,RESWHT_URB,S306,2048,0.0
RE1,RESWHT_URB,S306,2049,0.0
RE1,RESWHT_URB,S306,2050,0.0
RE1,RESWHT_URB,S306,2051,0.0
RE1,RESWHT_URB,S306,2052,0.0
RE1,RESWHT_URB,S306,2053,0.0
RE1,RESWHT_URB,S306,2054,0.0
RE1,RESWHT_URB,S307,2022,0.0
RE1,RESWHT_URB,S307,2023,0.0
RE1,RESWHT_URB,S307,2024,0.0
RE1,RESWHT_URB,S307,2025,0.0
RE1,RESWHT_URB,S307,2026,0.0
RE1,RESWHT_URB,S307,2027,0.0
RE1,RESWHT_URB,S307,2028,0.0
RE1,RESWHT_URB,S307,2029,0.0
RE1,RESWHT_URB,S307,2030,0.0
RE1,RESWHT_URB,S307,2031,0.0
RE1,RESWHT_URB,S307,2032,0.0
RE1,RESWHT_URB,S307,2033,0.0
RE1,RESWHT_URB,S307,2034,0.0
RE1,RESWHT_URB,S307,2035,0.0
RE1,RESWHT_URB,S307,2036,0.0
RE1,RESWHT_URB,S307,2037,0.0
RE1,RESWHT_URB,S307,2038,0.0
RE1,RESWHT_URB,S307,2039,0.0
RE1,RESWHT_URB,S307,2040,0.0
RE1,RESWHT_URB,S307,2041,0.0
RE1,RESWHT_URB,S307,2042,0.0
RE1,RESWHT_URB,S307,2043,0.0
RE1,RESWHT_URB,S307,2044,0.0
RE1,RESWHT_URB,S307,2045,0.0
RE1,RESWHT_URB,S307,2046,0.0
RE1,RESWHT_URB,S307,2047,0.0
RE1,RESWHT_URB,S307,2048,0.0
RE1,RESWHT_URB,S307,2049,0.0
RE1,RESWHT_URB,S307,2050,0.0
RE1,RESWHT_URB,S307,2051,0.0
RE1,RESWHT_URB,S307,2052,0.0
RE1,RESWHT_URB,S307,2053,0.0
RE1,RESWHT_URB,S307,2054,0.0
RE1,RESWHT_URB,S308,2022,0.0
RE1,RESWHT_URB,S308,2023,0.0
RE1,RESWHT_URB,S308,2024,0.0
RE1,RESWHT_URB,S308,2025,0.0
RE1,RESWHT_URB,S308,2026,0.0
RE1,RESWHT_URB,S308,2027,0.0
RE1,RESWHT_URB,S308,2028,0.0
RE1,RESWHT_URB,S308,2029,0.0
RE1,RESWHT_URB,S308,2030,0.0
RE1,RESWHT_URB,S308,2031,0.0
RE1,RESWHT_URB,S308,2032,0.0
RE1,RESWHT_URB,S308,2033,0.0
RE1,RESWHT_URB,S308,2034,0.0
RE1,RESWHT_URB,S308,2035,0.0
RE1,RESWHT_URB,S308,2036,0.0
RE1,RESWHT_URB,S308,2037,0.0
RE1,RESWHT_URB,S308,2038,0.0
RE1,RESWHT_URB,S308,2039,0.0
RE1,RESWHT_URB,S308,2040,0.0
RE1,RESWHT_URB,S308,2041,0.0
RE1,RESWHT_URB,S308,2042,0.0
RE1,RESWHT_URB,S308,2043,0.0
RE1,RESWHT_URB,S308,2044,0.0
RE1,RESWHT_URB,S308,2045,0.0
RE1,RESWHT_URB,S308,2046,0.0
RE1,RESWHT_URB,S308,2047,0.0
RE1,RESWHT_URB,S308,2048,0.0
RE1,RESWHT_URB,S308,2049,0.0
RE1,RESWHT_URB,S308,2050,0.0
RE1,RESWHT_URB,S308,2051,0.0
RE1,RESWHT_URB,S308,2052,0.0
RE1,RESWHT_URB,S308,2053,0.0
RE1,RESWHT_URB,S308,2054,0.0
RE1,RESWHT_URB,S309,2022,0.0
RE1,RESWHT_URB,S309,2023,0.0
RE1,RESWHT_URB,S309,2024,0.0
RE1,RESWHT_URB,S309,2025,0.0
RE1,RESWHT_URB,S309,2026,0.0
RE1,RESWHT_URB,S309,2027,0.0
RE1,RESWHT_URB,S309,2028,0.0
RE1,RESWHT_URB,S309,2029,0.0
RE1,RESWHT_URB,S309,2030,0.0
RE1,RESWHT_URB,S309,2031,0.0
RE1,RESWHT_URB,S309,2032,0.0
RE1,RESWHT_URB,S309,2033,0.0
RE1,RESWHT_URB,S309,2034,0.0
RE1,RESWHT_URB,S309,2035,0.0
RE1,RESWHT_URB,S309,2036,0.0
RE1,RESWHT_URB,S309,2037,0.0
RE1,RESWHT_URB,S309,2038,0.0
RE1,RESWHT_URB,S309,2039,0.0
RE1,RESWHT_URB,S309,2040,0.0
RE1,RESWHT_URB,S309,2041,0.0
RE1,RESWHT_URB,S309,2042,0.0
RE1,RESWHT_URB,S309,2043,0.0
RE1,RESWHT_URB,S309,2044,0.0
RE1,RESWHT_URB,S309,2045,0.0
RE1,RESWHT_URB,S309,2046,0.0
RE1,RESWHT_URB,S309,2047,0.0
RE1,RESWHT_URB,S309,2048,0.0
RE1,RESWHT_URB,S309,2049,0.0
RE1,RESWHT_URB,S309,2050,0.0
RE1,RESWHT_URB,S309,2051,0.0
RE1,RESWHT_URB,S309,2052,0.0
RE1,RESWHT_URB,S309,2053,0.0
RE1,RESWHT_URB,S309,2054,0.0
RE1,RESWHT_URB,S310,2022,0.0
RE1,RESWHT_URB,S310,2023,0.0
RE1,RESWHT_URB,S310,2024,0.0
RE1,RESWHT_URB,S310,2025,0.0
RE1,RESWHT_URB,S310,2026,0.0
RE1,RESWHT_URB,S310,2027,0.0
RE1,RESWHT_URB,S310,2028,0.0
RE1,RESWHT_URB,S310,2029,0.0
RE1,RESWHT_URB,S310,2030,0.0
RE1,RESWHT_URB,S310,2031,0.0
RE1,RESWHT_URB,S310,2032,0.0
RE1,RESWHT_URB,S310,2033,0.0
RE1,RESWHT_URB,S310,2034,0.0
RE1,RESWHT_URB,S310,2035,0.0
RE1,RESWHT_URB,S310,2036,0.0
RE1,RESWHT_URB,S310,2037,0.0
RE1,RESWHT_URB,S310,2038,0.0
RE1,RESWHT_URB,S310,2039,0.0
RE1,RESWHT_URB,S310,2040,0.0
RE1,RESWHT_URB,S310,2041,0.0
RE1,RESWHT_URB,S310,2042,0.0
RE1,RESWHT_URB,S310,2043,0.0
RE1,RESWHT_URB,S310,2044,0.0
RE1,RESWHT_URB,S310,2045,0.0
RE1,RESWHT_URB,S310,2046,0.0
RE1,RESWHT_URB,S310,2047,0.0
RE1,RESWHT_URB,S310,2048,0.0
RE1,RESWHT_URB,S310,2049,0.0
RE1,RESWHT_URB,S310,2050,0.0
RE1,RESWHT_URB,S310,2051,0.0
RE1,RESWHT_URB,S310,2052,0.0
RE1,RESWHT_URB,S310,2053,0.0
RE1,RESWHT_URB,S310,2054,0.0
RE1,RESWHT_URB,S311,2022,0.0
RE1,RESWHT_URB,S311,2023,0.0
RE1,RESWHT_URB,S311,2024,0.0
RE1,RESWHT_URB,S311,2025,0.0
RE1,RESWHT_URB,S311,2026,0.0
RE1,RESWHT_URB,S311,2027,0.0
RE1,RESWHT_URB,S311,2028,0.0
RE1,RESWHT_URB,S311,2029,0.0
RE1,RESWHT_URB,S311,2030,0.0
RE1,RESWHT_URB,S311,2031,0.0
RE1,RESWHT_URB,S311,2032,0.0
RE1,RESWHT_URB,S311,2033,0.0
RE1,RESWHT_URB,S311,2034,0.0
RE1,RESWHT_URB,S311,2035,0.0
RE1,RESWHT_URB,S311,2036,0.0
RE1,RESWHT_URB,S311,2037,0.0
RE1,RESWHT_URB,S311,2038,0.0
RE1,RESWHT_URB,S311,2039,0.0
RE1,RESWHT_URB,S311,2040,0.0
RE1,RESWHT_URB,S311,2041,0.0
RE1,RESWHT_URB,S311,2042,0.0
RE1,RESWHT_URB,S311,2043,0.0
RE1,RESWHT_URB,S311,2044,0.0
RE1,RESWHT_URB,S311,2045,0.0
RE1,RESWHT_URB,S311,2046,0.0
RE1,RESWHT_URB,S311,2047,0.0
RE1,RESWHT_URB,S311,2048,0.0
RE1,RESWHT_URB,S311,2049,0.0
RE1,RESWHT_URB,S311,2050,0.0
RE1,RESWHT_URB,S311,2051,0.0
RE1,RESWHT_URB,S311,2052,0.0
RE1,RESWHT_URB,S311,2053,0.0
RE1,RESWHT_URB,S311,2054,0.0
RE1,RESWHT_URB,S312,2022,0.0
RE1,RESWHT_URB,S312,2023,0.0
RE1,RESWHT_URB,S312,2024,0.0
RE1,RESWHT_URB,S312,2025,0.0
RE1,RESWHT_URB,S312,2026,0.0
RE1,RESWHT_URB,S312,2027,0.0
RE1,RESWHT_URB,S312,2028,0.0
RE1,RESWHT_URB,S312,2029,0.0
RE1,RESWHT_URB,S312,2030,0.0
RE1,RESWHT_URB,S312,2031,0.0
RE1,RESWHT_URB,S312,2032,0.0
RE1,RESWHT_URB,S312,2033,0.0
RE1,RESWHT_URB,S312,2034,0.0
RE1,RESWHT_URB,S312,2035,0.0
RE1,RESWHT_URB,S312,2036,0.0
RE1,RESWHT_URB,S312,2037,0.0
RE1,RESWHT_URB,S312,2038,0.0
RE1,RESWHT_URB,S312,2039,0.0
RE1,RESWHT_URB,S312,2040,0.0
RE1,RESWHT_URB,S312,2041,0.0
RE1,RESWHT_URB,S312,2042,0.0
RE1,RESWHT_URB,S312,2043,0.0
RE1,RESWHT_URB,S312,2044,0.0
RE1,RESWHT_URB,S312,2045,0.0
RE1,RESWHT_URB,S312,2046,0.0
RE1,RESWHT_URB,S312,2047,0.0
RE1,RESWHT_URB,S312,2048,0.0
RE1,RESWHT_URB,S312,2049,0.0
RE1,RESWHT_URB,S312,2050,0.0
RE1,RESWHT_URB,S312,2051,0.0
RE1,RESWHT_URB,S312,2052,0.0
RE1,RESWHT_URB,S312,2053,0.0
RE1,RESWHT_URB,S312,2054,0.0
RE1,RESWHT_URB,S313,2022,0.0
RE1,RESWHT_URB,S313,2023,0.0
RE1,RESWHT_URB,S313,2024,0.0
RE1,RESWHT_URB,S313,2025,0.0
RE1,RESWHT_URB,S313,2026,0.0
RE1,RESWHT_URB,S313,2027,0.0
RE1,RESWHT_URB,S313,2028,0.0
RE1,RESWHT_URB,S313,2029,0.0
RE1,RESWHT_URB,S313,2030,0.0
RE1,RESWHT_URB,S313,2031,0.0
RE1,RESWHT_URB,S313,2032,0.0
RE1,RESWHT_URB,S313,2033,0.0
RE1,RESWHT_URB,S313,2034,0.0
RE1,RESWHT_URB,S313,2035,0.0
RE1,RESWHT_URB,S313,2036,0.0
RE1,RESWHT_URB,S313,2037,0.0
RE1,RESWHT_URB,S313,2038,0.0
RE1,RESWHT_URB,S313,2039,0.0
RE1,RESWHT_URB,S313,2040,0.0
RE1,RESWHT_URB,S313,2041,0.0
RE1,RESWHT_URB,S313,2042,0.0
RE1,RESWHT_URB,S313,2043,0.0
RE1,RESWHT_URB,S313,2044,0.0
RE1,RESWHT_URB,S313,2045,0.0
RE1,RESWHT_URB,S313,2046,0.0
RE1,RESWHT_URB,S313,2047,0.0
RE1,RESWHT_URB,S313,2048,0.0
RE1,RESWHT_URB,S313,2049,0.0
RE1,RESWHT_URB,S313,2050,0.0
RE1,RESWHT_URB,S313,2051,0.0
RE1,RESWHT_URB,S313,2052,0.0
RE1,RESWHT_URB,S313,2053,0.0
RE1,RESWHT_URB,S313,2054,0.0
RE1,RESWHT_URB,S314,2022,0.0
RE1,RESWHT_URB,S314,2023,0.0
RE1,RESWHT_URB,S314,2024,0.0
RE1,RESWHT_URB,S314,2025,0.0
RE1,RESWHT_URB,S314,2026,0.0
RE1,RESWHT_URB,S314,2027,0.0
RE1,RESWHT_URB,S314,2028,0.0
RE1,RESWHT_URB,S314,2029,0.0
RE1,RESWHT_URB,S314,2030,0.0
RE1,RESWHT_URB,S314,2031,0.0
RE1,RESWHT_URB,S314,2032,0.0
RE1,RESWHT_URB,S314,2033,0.0
RE1,RESWHT_URB,S314,2034,0.0
RE1,RESWHT_URB,S314,2035,0.0
RE1,RESWHT_URB,S314,2036,0.0
RE1,RESWHT_URB,S314,2037,0.0
RE1,RESWHT_URB,S314,2038,0.0
RE1,RESWHT_URB,S314,2039,0.0
RE1,RESWHT_URB,S314,2040,0.0
RE1,RESWHT_URB,S314,2041,0.0
RE1,RESWHT_URB,S314,2042,0.0
RE1,RESWHT_URB,S314,2043,0.0
RE1,RESWHT_URB,S314,2044,0.0
RE1,RESWHT_URB,S314,2045,0.0
RE1,RESWHT_URB,S314,2046,0.0
RE1,RESWHT_URB,S314,2047,0.0
RE1,RESWHT_URB,S314,2048,0.0
RE1,RESWHT_URB,S314,2049,0.0
RE1,RESWHT_URB,S314,2050,0.0
RE1,RESWHT_URB,S314,2051,0.0
RE1,RESWHT_URB,S314,2052,0.0
RE1,RESWHT_URB,S314,2053,0.0
RE1,RESWHT_URB,S314,2054,0.0
RE1,RESWHT_URB,S315,2022,0.0
RE1,RESWHT_URB,S315,2023,0.0
RE1,RESWHT_URB,S315,2024,0.0
RE1,RESWHT_URB,S315,2025,0.0
RE1,RESWHT_URB,S315,2026,0.0
RE1,RESWHT_URB,S315,2027,0.0
RE1,RESWHT_URB,S315,2028,0.0
RE1,RESWHT_URB,S315,2029,0.0
RE1,RESWHT_URB,S315,2030,0.0
RE1,RESWHT_URB,S315,2031,0.0
RE1,RESWHT_URB,S315,2032,0.0
RE1,RESWHT_URB,S315,2033,0.0
RE1,RESWHT_URB,S315,2034,0.0
RE1,RESWHT_URB,S315,2035,0.0
RE1,RESWHT_URB,S315,2036,0.0
RE1,RESWHT_URB,S315,2037,0.0
RE1,RESWHT_URB,S315,2038,0.0
RE1,RESWHT_URB,S315,2039,0.0
RE1,RESWHT_URB,S315,2040,0.0
RE1,RESWHT_URB,S315,2041,0.0
RE1,RESWHT_URB,S315,2042,0.0
RE1,RESWHT_URB,S315,2043,0.0
